indicator_type,Company,Sector,Country,Region,Indicator,KPI,Unit,year,value
Environmental,3M,Industrials,United States,North America,Water,Water consumption,million kl,2020,44.7
Environmental,3M,Industrials,United States,North America,Water,Water intensity,million kl/million $,2023,0.00106
Environmental,3M,Industrials,United States,North America,Water,Water intensity,million kl/million $,2022,0.00109
Environmental,3M,Industrials,United States,North America,Water,Water intensity,million kl/million $,2021,0.00117
Environmental,3M,Industrials,United States,North America,Water,Water intensity,million kl/million $,2020,0.00139
Environmental,AAR Corporation,Industrials,United States,North America,Emissions,Scope 1 emissions,tCO2e,2023,22002
Environmental,AAR Corporation,Industrials,United States,North America,Emissions,Scope 1 emissions,tCO2e,2022,21755
Environmental,AAR Corporation,Industrials,United States,North America,Emissions,Scope 1 emissions,tCO2e,2021,25151
Environmental,AAR Corporation,Industrials,United States,North America,Emissions,Scope 1 emissions,tCO2e,2020,25648
Environmental,AAR Corporation,Industrials,United States,North America,Emissions,Scope 2 emissions,tCO2e,2023,18435
Environmental,AAR Corporation,Industrials,United States,North America,Emissions,Scope 2 emissions,tCO2e,2022,17456
Environmental,AAR Corporation,Industrials,United States,North America,Emissions,Scope 2 emissions,tCO2e,2021,17749
Environmental,AAR Corporation,Industrials,United States,North America,Emissions,Scope 2 emissions,tCO2e,2020,23949
Environmental,AAR Corporation,Industrials,United States,North America,Emissions,Total Scope 1 and 2 emissions,tCO2e,2023,40437
Environmental,AAR Corporation,Industrials,United States,North America,Emissions,Total Scope 1 and 2 emissions,tCO2e,2022,39211
Environmental,AAR Corporation,Industrials,United States,North America,Emissions,Total Scope 1 and 2 emissions,tCO2e,2021,42900
Environmental,AAR Corporation,Industrials,United States,North America,Emissions,Total Scope 1 and 2 emissions,tCO2e,2020,49597
Environmental,AAR Corporation,Industrials,United States,North America,Emissions,Carbon intensity,tCO2e/million $,2023,20.3
Environmental,AAR Corporation,Industrials,United States,North America,Emissions,Carbon intensity,tCO2e/million $,2022,21.5
Environmental,AAR Corporation,Industrials,United States,North America,Emissions,Carbon intensity,tCO2e/million $,2021,26
Environmental,AAR Corporation,Industrials,United States,North America,Emissions,Carbon intensity,tCO2e/million $,2020,23.9
Environmental,AAR Corporation,Industrials,United States,North America,Energy,Natural gas consumption,GJ,2023,437050.8
Environmental,AAR Corporation,Industrials,United States,North America,Energy,Natural gas consumption,GJ,2022,432147.6
Environmental,AAR Corporation,Industrials,United States,North America,Energy,Natural gas consumption,GJ,2021,499586.4
Environmental,AAR Corporation,Industrials,United States,North America,Energy,Natural gas consumption,GJ,2020,508467.6
Environmental,AAR Corporation,Industrials,United States,North America,Energy,Electricity consumption,GJ,2023,156852
Environmental,AAR Corporation,Industrials,United States,North America,Energy,Electricity consumption,GJ,2022,157734
Environmental,AAR Corporation,Industrials,United States,North America,Energy,Electricity consumption,GJ,2021,153702
Environmental,AAR Corporation,Industrials,United States,North America,Energy,Electricity consumption,GJ,2020,187693.2
Environmental,AAR Corporation,Industrials,United States,North America,Energy,Energy consumption,GJ,2023,597502.8
Environmental,AAR Corporation,Industrials,United States,North America,Energy,Energy consumption,GJ,2022,589881.6
Environmental,AAR Corporation,Industrials,United States,North America,Energy,Energy consumption,GJ,2021,653288.4
Environmental,AAR Corporation,Industrials,United States,North America,Energy,Energy consumption,GJ,2020,696160.8
Environmental,AAR Corporation,Industrials,United States,North America,Energy,Energy intensity,MWh/million $,2023,82.9
Environmental,AAR Corporation,Industrials,United States,North America,Energy,Energy intensity,MWh/million $,2022,90
Environmental,AAR Corporation,Industrials,United States,North America,Energy,Energy intensity,MWh/million $,2021,109.8
Environmental,AAR Corporation,Industrials,United States,North America,Energy,Energy intensity,MWh/million $,2020,93.3
Environmental,A.O. Smith,Industrials,United States,North America,Emissions,GHG emissions,tCO2e,2023,143109
Environmental,A.O. Smith,Industrials,United States,North America,Emissions,GHG emissions,tCO2e,2022,142313
Environmental,A.O. Smith,Industrials,United States,North America,Emissions,GHG emissions,tCO2e,2021,158538
Environmental,A.O. Smith,Industrials,United States,North America,Emissions,GHG emissions,tCO2e,2020,158133
Environmental,A.O. Smith,Industrials,United States,North America,Emissions,GHG intensity,tCO2e/million $,2023,39.24
Environmental,A.O. Smith,Industrials,United States,North America,Emissions,GHG intensity,tCO2e/million $,2022,40.26
Environmental,A.O. Smith,Industrials,United States,North America,Emissions,GHG intensity,tCO2e/million $,2021,44.8
Environmental,A.O. Smith,Industrials,United States,North America,Emissions,GHG intensity,tCO2e/million $,2020,54.62
Environmental,A.O. Smith,Industrials,United States,North America,Energy,Natural gas consumption,GJ,2023,1398200.4
Environmental,A.O. Smith,Industrials,United States,North America,Energy,Natural gas consumption,GJ,2022,1288512
Environmental,A.O. Smith,Industrials,United States,North America,Energy,Natural gas consumption,GJ,2021,1376211.6
Environmental,A.O. Smith,Industrials,United States,North America,Energy,Natural gas consumption,GJ,2020,1374325.2
Environmental,A.O. Smith,Industrials,United States,North America,Energy,Electricity consumption,GJ,2023,645537.6
Environmental,A.O. Smith,Industrials,United States,North America,Energy,Electricity consumption,GJ,2022,630435.6
Environmental,A.O. Smith,Industrials,United States,North America,Energy,Electricity consumption,GJ,2021,678434.4
Environmental,A.O. Smith,Industrials,United States,North America,Energy,Electricity consumption,GJ,2020,650948.4
Environmental,A.O. Smith,Industrials,United States,North America,Water,Water consumption,Gallons 000s,2023,358200
Environmental,A.O. Smith,Industrials,United States,North America,Water,Water consumption,Gallons 000s,2022,348096
Environmental,A.O. Smith,Industrials,United States,North America,Water,Water consumption,Gallons 000s,2021,347650
Environmental,A.O. Smith,Industrials,United States,North America,Water,Water consumption,Gallons 000s,2020,351127
Environmental,A.O. Smith,Industrials,United States,North America,Waste,Displacement of Single-use Plastics,millions of bottles,2023,2100
Environmental,A.O. Smith,Industrials,United States,North America,Waste,Displacement of Single-use Plastics,millions of bottles,2022,1800
Environmental,A.O. Smith,Industrials,United States,North America,Waste,Displacement of Single-use Plastics,millions of bottles,2021,1300
Environmental,A.O. Smith,Industrials,United States,North America,Waste,Displacement of Single-use Plastics,millions of bottles,2020,1400
Environmental,ABB,Industrials,United States,North America,Emissions,Total Scope 1 and 2 emissions,tCO2e,2023,151000
Environmental,ABB,Industrials,United States,North America,Emissions,Total Scope 1 and 2 emissions,tCO2e,2022,221000
Environmental,ABB,Industrials,United States,North America,Emissions,Total Scope 1 and 2 emissions,tCO2e,2021,389000
Environmental,ABB,Industrials,United States,North America,Emissions,Total Scope 1 and 2 emissions,tCO2e,2020,523000
Environmental,ABB,Industrials,United States,North America,Emissions,Scope 1 emissions,tCO2e,2023,128000
Environmental,ABB,Industrials,United States,North America,Emissions,Scope 1 emissions,tCO2e,2022,155000
Environmental,ABB,Industrials,United States,North America,Emissions,Scope 1 emissions,tCO2e,2021,190000
Environmental,ABB,Industrials,United States,North America,Emissions,Scope 1 emissions,tCO2e,2020,226000
Environmental,ABB,Industrials,United States,North America,Emissions,Biogenic emissions,tCO2e,2023,860
Environmental,ABB,Industrials,United States,North America,Emissions,Biogenic emissions,tCO2e,2022,720
Environmental,ABB,Industrials,United States,North America,Emissions,Biogenic emissions,tCO2e,2021,700
Environmental,ABB,Industrials,United States,North America,Emissions,Scope 2 emissions,tCO2e,2023,23000
Environmental,ABB,Industrials,United States,North America,Emissions,Scope 2 emissions,tCO2e,2022,66000
Environmental,ABB,Industrials,United States,North America,Emissions,Scope 2 emissions,tCO2e,2021,214000
Environmental,ABB,Industrials,United States,North America,Emissions,Scope 2 emissions,tCO2e,2020,336000
Environmental,ABB,Industrials,United States,North America,Emissions,Scope 3 emissions,tCO2e,2023,76665000
Environmental,ABB,Industrials,United States,North America,Emissions,Scope 3 emissions,tCO2e,2022,76834000
Environmental,ABB,Industrials,United States,North America,Emissions,Scope 3 emissions,tCO2e,2021,124745000
Environmental,ABB,Industrials,United States,North America,Emissions,Scope 3 emissions,tCO2e,2020,125720000
Environmental,ABB,Industrials,United States,North America,Emissions,Scope 3 emissions - Purchased goods and services,tCO2e,2023,16485000
Environmental,ABB,Industrials,United States,North America,Emissions,Scope 3 emissions - Purchased goods and services,tCO2e,2022,16068000
Environmental,ABB,Industrials,United States,North America,Emissions,Scope 3 emissions - Purchased goods and services,tCO2e,2021,5346000
Environmental,ABB,Industrials,United States,North America,Emissions,Scope 3 emissions - Purchased goods and services,tCO2e,2020,5760000
Environmental,ABB,Industrials,United States,North America,Emissions,Scope 3 emissions - Capital goods,tCO2e,2023,94000
Environmental,ABB,Industrials,United States,North America,Emissions,Scope 3 emissions - Capital goods,tCO2e,2022,90000
Environmental,ABB,Industrials,United States,North America,Emissions,Scope 3 emissions - Capital goods,tCO2e,2021,424000
Environmental,ABB,Industrials,United States,North America,Emissions,Scope 3 emissions - Capital goods,tCO2e,2020,438000
Environmental,ABB,Industrials,United States,North America,Emissions,Scope 3 emissions - Fuel- and energy-related activities,tCO2e,2023,65000
Environmental,ABB,Industrials,United States,North America,Emissions,Scope 3 emissions - Fuel- and energy-related activities,tCO2e,2022,75000
Environmental,ABB,Industrials,United States,North America,Emissions,Scope 3 emissions - Fuel- and energy-related activities,tCO2e,2021,44000
Environmental,ABB,Industrials,United States,North America,Emissions,Scope 3 emissions - Fuel- and energy-related activities,tCO2e,2020,44000
Environmental,ABB,Industrials,United States,North America,Emissions,Scope 3 emissions - Upstream transportation and distribution,tCO2e,2023,699000
Environmental,ABB,Industrials,United States,North America,Emissions,Scope 3 emissions - Upstream transportation and distribution,tCO2e,2022,584000
Environmental,ABB,Industrials,United States,North America,Emissions,Scope 3 emissions - Upstream transportation and distribution,tCO2e,2021,500000
Environmental,ABB,Industrials,United States,North America,Emissions,Scope 3 emissions - Upstream transportation and distribution,tCO2e,2020,760000
Environmental,ABB,Industrials,United States,North America,Emissions,Scope 3 emissions - Waste generated in operations,tCO2e,2023,15000
Environmental,ABB,Industrials,United States,North America,Emissions,Scope 3 emissions - Waste generated in operations,tCO2e,2022,16000
Environmental,ABB,Industrials,United States,North America,Emissions,Scope 3 emissions - Waste generated in operations,tCO2e,2021,19000
Environmental,ABB,Industrials,United States,North America,Emissions,Scope 3 emissions - Waste generated in operations,tCO2e,2020,17000
Environmental,ABB,Industrials,United States,North America,Emissions,Scope 3 emissions - Business travel,tCO2e,2023,154000
Environmental,ABB,Industrials,United States,North America,Emissions,Scope 3 emissions - Business travel,tCO2e,2022,82000
Environmental,ABB,Industrials,United States,North America,Emissions,Scope 3 emissions - Business travel,tCO2e,2021,71000
Environmental,ABB,Industrials,United States,North America,Emissions,Scope 3 emissions - Business travel,tCO2e,2020,85000
Environmental,ABB,Industrials,United States,North America,Emissions,Scope 3 emissions - Employee commuting,tCO2e,2023,175000
Environmental,ABB,Industrials,United States,North America,Emissions,Scope 3 emissions - Employee commuting,tCO2e,2022,190000
Environmental,ABB,Industrials,United States,North America,Emissions,Scope 3 emissions - Employee commuting,tCO2e,2021,175000
Environmental,ABB,Industrials,United States,North America,Emissions,Scope 3 emissions - Employee commuting,tCO2e,2020,187000
Environmental,ABB,Industrials,United States,North America,Emissions,Scope 3 emissions - Downstream transportation and distribution,tCO2e,2023,62000
Environmental,ABB,Industrials,United States,North America,Emissions,Scope 3 emissions - Downstream transportation and distribution,tCO2e,2022,52000
Environmental,ABB,Industrials,United States,North America,Emissions,Scope 3 emissions - Downstream transportation and distribution,tCO2e,2021,253000
Environmental,ABB,Industrials,United States,North America,Emissions,Scope 3 emissions - Downstream transportation and distribution,tCO2e,2020,273000
Environmental,ABB,Industrials,United States,North America,Emissions,Scope 3 emissions - Use of sold products - Energy loss,tCO2e,2023,58638000
Environmental,ABB,Industrials,United States,North America,Emissions,Scope 3 emissions - Use of sold products - Energy loss,tCO2e,2022,59405000
Environmental,ABB,Industrials,United States,North America,Emissions,Scope 3 emissions - Use of sold products - Energy loss,tCO2e,2021,79000
Environmental,ABB,Industrials,United States,North America,Emissions,Scope 3 emissions - Use of sold products - Energy loss,tCO2e,2020,80000
Environmental,ABB,Industrials,United States,North America,Emissions,Scope 3 emissions - Use of sold products - Energy input,tCO2e,2023,418318000
Environmental,ABB,Industrials,United States,North America,Emissions,Scope 3 emissions - Use of sold products - Energy input,tCO2e,2022,374759000
Environmental,ABB,Industrials,United States,North America,Emissions,Scope 3 emissions - Use of sold products - Energy input,tCO2e,2021,79000
Environmental,ABB,Industrials,United States,North America,Emissions,Scope 3 emissions - Use of sold products - Energy input,tCO2e,2020,80000
Environmental,ABB,Industrials,United States,North America,Emissions,Scope 3 emissions - End-of-life treatment of sold products,tCO2e,2023,264000
Environmental,ABB,Industrials,United States,North America,Emissions,Scope 3 emissions - End-of-life treatment of sold products,tCO2e,2022,263000
Environmental,ABB,Industrials,United States,North America,Emissions,Scope 3 emissions - End-of-life treatment of sold products,tCO2e,2021,79000
Environmental,ABB,Industrials,United States,North America,Emissions,Scope 3 emissions - End-of-life treatment of sold products,tCO2e,2020,80000
Environmental,ABB,Industrials,United States,North America,Emissions,Scope 3 emissions - Downstream leased assets,tCO2e,2023,3000
Environmental,ABB,Industrials,United States,North America,Emissions,Scope 3 emissions - Downstream leased assets,tCO2e,2022,1000
Environmental,ABB,Industrials,United States,North America,Emissions,Scope 3 emissions - Downstream leased assets,tCO2e,2021,500000
Environmental,ABB,Industrials,United States,North America,Emissions,Scope 3 emissions - Downstream leased assets,tCO2e,2020,760000
Environmental,ABB,Industrials,United States,North America,Emissions,Scope 3 emissions - Investments,tCO2e,2023,11000
Environmental,ABB,Industrials,United States,North America,Emissions,Scope 3 emissions - Investments,tCO2e,2022,10000
Environmental,ABB,Industrials,United States,North America,Emissions,Scope 3 emissions - Investments,tCO2e,2021,54000
Environmental,ABB,Industrials,United States,North America,Emissions,Scope 3 emissions - Investments,tCO2e,2020,54000
Environmental,ABB,Industrials,United States,North America,Emissions,GHG intensity - Scope 1 and 2,tCO2e/million $,2023,4.7
Environmental,ABB,Industrials,United States,North America,Emissions,GHG intensity - Scope 1 and 2,tCO2e/million $,2022,7.6
Environmental,ABB,Industrials,United States,North America,Emissions,GHG intensity - Scope 1 and 2,tCO2e/million $,2021,14
Environmental,ABB,Industrials,United States,North America,Emissions,GHG intensity - Scope 1 and 2,tCO2e/million $,2020,21
Environmental,ABB,Industrials,United States,North America,Emissions,GHG intensity,tCO2e/million $,2023,2617
Environmental,ABB,Industrials,United States,North America,Emissions,GHG intensity,tCO2e/million $,2022,2383
Environmental,ABB,Industrials,United States,North America,Emissions,Volatile organic compounds (VOC),Tonnes,2023,421
Environmental,ABB,Industrials,United States,North America,Emissions,Volatile organic compounds (VOC),Tonnes,2022,481
Environmental,ABB,Industrials,United States,North America,Emissions,Volatile organic compounds (VOC),Tonnes,2021,592
Environmental,ABB,Industrials,United States,North America,Emissions,Volatile organic compounds (VOC),Tonnes,2020,668
Environmental,ABB,Industrials,United States,North America,Emissions,SOx,Tonnes,2023,9.3
Environmental,ABB,Industrials,United States,North America,Emissions,SOx,Tonnes,2022,10
Environmental,ABB,Industrials,United States,North America,Emissions,SOx,Tonnes,2021,8
Environmental,ABB,Industrials,United States,North America,Emissions,SOx,Tonnes,2020,8
Environmental,ABB,Industrials,United States,North America,Emissions,NOx,Tonnes,2023,79
Environmental,ABB,Industrials,United States,North America,Emissions,NOx,Tonnes,2022,91
Environmental,ABB,Industrials,United States,North America,Emissions,NOx,Tonnes,2021,99
Environmental,ABB,Industrials,United States,North America,Emissions,NOx,Tonnes,2020,100
Environmental,ABB,Industrials,United States,North America,Energy,Electricity consumption,GJ,2023,3060000
Environmental,ABB,Industrials,United States,North America,Energy,Electricity consumption,GJ,2022,3272400
Environmental,ABB,Industrials,United States,North America,Energy,Electricity consumption,GJ,2021,3531600
Environmental,ABB,Industrials,United States,North America,Energy,Electricity consumption,GJ,2020,3711600
Environmental,ABB,Industrials,United States,North America,Energy,Energy consumption,GJ,2023,4672800
Environmental,ABB,Industrials,United States,North America,Energy,Energy consumption,GJ,2022,5086800
Environmental,ABB,Industrials,United States,North America,Energy,Energy consumption,GJ,2021,5331600
Environmental,ABB,Industrials,United States,North America,Energy,Energy consumption,GJ,2020,5439600
Environmental,ABB,Industrials,United States,North America,Energy,Energy consumption - Renewable,GJ,2023,2988000
Environmental,ABB,Industrials,United States,North America,Energy,Energy consumption - Renewable,GJ,2022,2667600
Environmental,ABB,Industrials,United States,North America,Energy,Energy consumption - Renewable,GJ,2021,1810800
Environmental,ABB,Industrials,United States,North America,Energy,Energy consumption - Renewable,GJ,2020,1155600
Environmental,ABB,Industrials,United States,North America,Energy,Energy consumption - Non-renewable,GJ,2023,1681200
Environmental,ABB,Industrials,United States,North America,Energy,Energy consumption - Non-renewable,GJ,2022,2433600
Environmental,ABB,Industrials,United States,North America,Energy,Energy consumption - Non-renewable,GJ,2021,3780000
Environmental,ABB,Industrials,United States,North America,Energy,Energy consumption - Non-renewable,GJ,2020,4662000
Environmental,ABB,Industrials,United States,North America,Energy,Energy intensity,MWh/million $,2023,40
Environmental,ABB,Industrials,United States,North America,Energy,Energy intensity,MWh/million $,2022,48
Environmental,ABB,Industrials,United States,North America,Energy,Energy intensity,MWh/million $,2021,52
Environmental,ABB,Industrials,United States,North America,Energy,Energy intensity,MWh/million $,2020,62
Environmental,ABB,Industrials,United States,North America,Waste,Waste generated,Tonnes,2023,5865
Environmental,ABB,Industrials,United States,North America,Waste,Waste generated,Tonnes,2022,182000
Environmental,ABB,Industrials,United States,North America,Waste,Waste generated,Tonnes,2021,194000
Environmental,ABB,Industrials,United States,North America,Waste,Waste generated,Tonnes,2020,192000
Environmental,ABB,Industrials,United States,North America,Waste,Waste to landfill,Tonnes,2023,10100
Environmental,ABB,Industrials,United States,North America,Waste,Waste to landfill,Tonnes,2022,10900
Environmental,ABB,Industrials,United States,North America,Waste,Waste to landfill,Tonnes,2021,12000
Environmental,ABB,Industrials,United States,North America,Waste,Waste to landfill,Tonnes,2020,14300
Environmental,ABB,Industrials,United States,North America,Waste,Waste recycled - Non-hazardous,Tonnes,2022,153000
Environmental,ABB,Industrials,United States,North America,Waste,Waste recycled - Non-hazardous,Tonnes,2021,160000
Environmental,ABB,Industrials,United States,North America,Waste,Waste recycled - Non-hazardous,Tonnes,2020,159000
Environmental,ABB,Industrials,United States,North America,Waste,Waste recycled - Hazardous,Tonnes,2022,4000
Environmental,ABB,Industrials,United States,North America,Waste,Waste recycled - Hazardous,Tonnes,2021,4000
Environmental,ABB,Industrials,United States,North America,Waste,Waste recycled - Hazardous,Tonnes,2020,3000
Environmental,ABB,Industrials,United States,North America,Waste,Waste directed to disposal - Non-hazardous,Tonnes,2022,21000
Environmental,ABB,Industrials,United States,North America,Waste,Waste directed to disposal - Non-hazardous,Tonnes,2021,22000
Environmental,ABB,Industrials,United States,North America,Waste,Waste directed to disposal - Non-hazardous,Tonnes,2020,24000
Environmental,ABB,Industrials,United States,North America,Waste,Waste directed to disposal - Hazardous,Tonnes,2022,3000
Environmental,ABB,Industrials,United States,North America,Waste,Waste directed to disposal - Hazardous,Tonnes,2021,7000
Environmental,ABB,Industrials,United States,North America,Waste,Waste directed to disposal - Hazardous,Tonnes,2020,5000
Environmental,ABB,Industrials,United States,North America,Water,Water withdrawn,Tonnes,2023,1242000
Environmental,ABB,Industrials,United States,North America,Water,Water withdrawn,Tonnes,2022,2815000
Environmental,ABB,Industrials,United States,North America,Water,Water withdrawn,Tonnes,2021,2839000
Environmental,ABB,Industrials,United States,North America,Water,Water withdrawn,Tonnes,2020,3224000
Environmental,ABB,Industrials,United States,North America,Water,Water consumption,Tonnes,2022,389000
Environmental,ABB,Industrials,United States,North America,Water,Water consumption,Tonnes,2021,412000
Environmental,ABB,Industrials,United States,North America,Water,Water consumption,Tonnes,2020,580000
Environmental,ABB,Industrials,United States,North America,Water,Water recycled,Tonnes,2022,894000
Environmental,ABB,Industrials,United States,North America,Water,Water recycled,Tonnes,2021,953000
Environmental,ABB,Industrials,United States,North America,Water,Water recycled,Tonnes,2020,1033000
Environmental,Abbott Laboratories,Healthcare,United States,North America,Waste,Waste generated,Tonnes,2023,70160
Environmental,Abbott Laboratories,Healthcare,United States,North America,Waste,Waste generated,Tonnes,2022,66361
Environmental,Abbott Laboratories,Healthcare,United States,North America,Waste,Waste generated,Tonnes,2021,70336
Environmental,Abbott Laboratories,Healthcare,United States,North America,Waste,Waste generated,Tonnes,2020,60976
Environmental,Abbott Laboratories,Healthcare,United States,North America,Waste,Waste intensity,Tonnes/$ million,2023,1.7
Environmental,Abbott Laboratories,Healthcare,United States,North America,Waste,Waste intensity,Tonnes/$ million,2022,1.5
Environmental,Abbott Laboratories,Healthcare,United States,North America,Waste,Waste intensity,Tonnes/$ million,2021,1.6
Environmental,Abbott Laboratories,Healthcare,United States,North America,Waste,Waste intensity,Tonnes/$ million,2020,1.8
Environmental,Abbott Laboratories,Healthcare,United States,North America,Waste,Waste generated - Hazardous,Tonnes,2023,11093
Environmental,Abbott Laboratories,Healthcare,United States,North America,Waste,Waste generated - Hazardous,Tonnes,2022,8161
Environmental,Abbott Laboratories,Healthcare,United States,North America,Waste,Waste generated - Hazardous,Tonnes,2021,7871
Environmental,Abbott Laboratories,Healthcare,United States,North America,Waste,Waste generated - Hazardous,Tonnes,2020,10135
Environmental,Abbott Laboratories,Healthcare,United States,North America,Waste,Waste generated - Non-hazardous,Tonnes,2023,59066
Environmental,Abbott Laboratories,Healthcare,United States,North America,Waste,Waste generated - Non-hazardous,Tonnes,2022,58199
Environmental,Abbott Laboratories,Healthcare,United States,North America,Waste,Waste generated - Non-hazardous,Tonnes,2021,62465
Environmental,Abbott Laboratories,Healthcare,United States,North America,Waste,Waste generated - Non-hazardous,Tonnes,2020,50841
Environmental,Abbott Laboratories,Healthcare,United States,North America,Waste,Waste used,Tonnes,2023,102836
Environmental,Abbott Laboratories,Healthcare,United States,North America,Waste,Waste used,Tonnes,2022,103765
Environmental,Abbott Laboratories,Healthcare,United States,North America,Waste,Waste used,Tonnes,2021,110302
Environmental,Abbott Laboratories,Healthcare,United States,North America,Waste,Waste used,Tonnes,2020,96972
Environmental,Abbott Laboratories,Healthcare,United States,North America,Waste,Waste to landfill,Tonnes,2023,11716
Environmental,Abbott Laboratories,Healthcare,United States,North America,Waste,Waste to landfill,Tonnes,2022,14664
Environmental,Abbott Laboratories,Healthcare,United States,North America,Waste,Waste to landfill,Tonnes,2021,18356
Environmental,Abbott Laboratories,Healthcare,United States,North America,Waste,Waste to landfill,Tonnes,2020,16548
Environmental,Abbott Laboratories,Healthcare,United States,North America,Waste,Waste incinerated without energy recovery,Tonnes,2023,3221
Environmental,Abbott Laboratories,Healthcare,United States,North America,Waste,Waste incinerated without energy recovery,Tonnes,2022,2775
Environmental,Abbott Laboratories,Healthcare,United States,North America,Waste,Waste incinerated without energy recovery,Tonnes,2021,3639
Environmental,Abbott Laboratories,Healthcare,United States,North America,Waste,Waste incinerated without energy recovery,Tonnes,2020,2941
Environmental,Abbott Laboratories,Healthcare,United States,North America,Waste,Waste incinerated with energy recovery,Tonnes,2023,23102
Environmental,Abbott Laboratories,Healthcare,United States,North America,Waste,Waste incinerated with energy recovery,Tonnes,2022,15604
Environmental,Abbott Laboratories,Healthcare,United States,North America,Waste,Waste incinerated with energy recovery,Tonnes,2021,13142
Environmental,Abbott Laboratories,Healthcare,United States,North America,Waste,Waste incinerated with energy recovery,Tonnes,2020,13083
Environmental,Abbott Laboratories,Healthcare,United States,North America,Waste,Waste recycled,Tonnes,2023,31712
Environmental,Abbott Laboratories,Healthcare,United States,North America,Waste,Waste recycled,Tonnes,2022,32685
Environmental,Abbott Laboratories,Healthcare,United States,North America,Waste,Waste recycled,Tonnes,2021,35199
Environmental,Abbott Laboratories,Healthcare,United States,North America,Waste,Waste recycled,Tonnes,2020,28404
Environmental,Abbott Laboratories,Healthcare,United States,North America,Waste,E-Waste recycled,Tonnes,2023,240
Environmental,Abbott Laboratories,Healthcare,United States,North America,Waste,E-Waste recycled,Tonnes,2022,283
Environmental,Abbott Laboratories,Healthcare,United States,North America,Waste,E-Waste recycled,Tonnes,2021,192
Environmental,Abbott Laboratories,Healthcare,United States,North America,Waste,E-Waste recycled,Tonnes,2020,161
Environmental,Abbott Laboratories,Healthcare,United States,North America,Product quality,Number of product recalls,Number,2023,16
Environmental,Abbott Laboratories,Healthcare,United States,North America,Product quality,Number of product recalls,Number,2022,32
Environmental,Abbott Laboratories,Healthcare,United States,North America,Product quality,Number of product recalls,Number,2021,11
Environmental,Abbott Laboratories,Healthcare,United States,North America,Product quality,Number of product recalls,Number,2020,24
Environmental,Abbott Laboratories,Healthcare,United States,North America,Emissions,Total Scope 1 and 2 emissions - Market-based,tCO2e,2023,917000
Environmental,Abbott Laboratories,Healthcare,United States,North America,Emissions,Total Scope 1 and 2 emissions - Market-based,tCO2e,2022,929000
Environmental,Abbott Laboratories,Healthcare,United States,North America,Emissions,Total Scope 1 and 2 emissions - Market-based,tCO2e,2021,933000
Environmental,Abbott Laboratories,Healthcare,United States,North America,Emissions,Total Scope 1 and 2 emissions - Market-based,tCO2e,2020,901000
Environmental,Abbott Laboratories,Healthcare,United States,North America,Emissions,Total Scope 1 and 2 emissions - Location-based,tCO2e,2023,981000
Environmental,Abbott Laboratories,Healthcare,United States,North America,Emissions,Total Scope 1 and 2 emissions - Location-based,tCO2e,2022,1006000
Environmental,Abbott Laboratories,Healthcare,United States,North America,Emissions,Total Scope 1 and 2 emissions - Location-based,tCO2e,2021,1013000
Environmental,Abbott Laboratories,Healthcare,United States,North America,Emissions,Total Scope 1 and 2 emissions - Location-based,tCO2e,2020,978000
Environmental,Abbott Laboratories,Healthcare,United States,North America,Emissions,Scope 1 emissions,tCO2e,2023,51000
Environmental,Abbott Laboratories,Healthcare,United States,North America,Emissions,Scope 1 emissions,tCO2e,2022,530000
Environmental,Abbott Laboratories,Healthcare,United States,North America,Emissions,Scope 1 emissions,tCO2e,2021,536000
Environmental,Abbott Laboratories,Healthcare,United States,North America,Emissions,Scope 1 emissions,tCO2e,2020,499000
Environmental,Abbott Laboratories,Healthcare,United States,North America,Emissions,Scope 2 emissions - Market-based,tCO2e,2023,407000
Environmental,Abbott Laboratories,Healthcare,United States,North America,Emissions,Scope 2 emissions - Market-based,tCO2e,2022,399000
Environmental,Abbott Laboratories,Healthcare,United States,North America,Emissions,Scope 2 emissions - Market-based,tCO2e,2021,397000
Environmental,Abbott Laboratories,Healthcare,United States,North America,Emissions,Scope 2 emissions - Market-based,tCO2e,2020,402000
Environmental,Abbott Laboratories,Healthcare,United States,North America,Emissions,Scope 2 emissions - Location-based,tCO2e,2023,471000
Environmental,Abbott Laboratories,Healthcare,United States,North America,Emissions,Scope 2 emissions - Location-based,tCO2e,2022,476000
Environmental,Abbott Laboratories,Healthcare,United States,North America,Emissions,Scope 2 emissions - Location-based,tCO2e,2021,478000
Environmental,Abbott Laboratories,Healthcare,United States,North America,Emissions,Scope 2 emissions - Location-based,tCO2e,2020,479000
Environmental,Abbott Laboratories,Healthcare,United States,North America,Emissions,Carbon intensity - Market-based,ktCO2e/$ million,2023,23
Environmental,Abbott Laboratories,Healthcare,United States,North America,Emissions,Carbon intensity - Market-based,ktCO2e/$ million,2022,21
Environmental,Abbott Laboratories,Healthcare,United States,North America,Emissions,Carbon intensity - Market-based,ktCO2e/$ million,2021,22
Environmental,Abbott Laboratories,Healthcare,United States,North America,Emissions,Carbon intensity - Market-based,ktCO2e/$ million,2020,26
Environmental,Abbott Laboratories,Healthcare,United States,North America,Emissions,Carbon intensity - Location-based,ktCO2e/$ million,2023,24
Environmental,Abbott Laboratories,Healthcare,United States,North America,Emissions,Carbon intensity - Location-based,ktCO2e/$ million,2022,23
Environmental,Abbott Laboratories,Healthcare,United States,North America,Emissions,Carbon intensity - Location-based,ktCO2e/$ million,2021,24
